Block,Lot,FiledDate
1195,011,2013-01-09
2434,022,2013-01-09
5976,019,2013-01-09
0834,004,2013-01-09
1001,009,2013-01-09
0289,004,2013-01-09
6174,020,2013-01-09
0319,021,2013-01-09
0527,020A,2013-01-09
0263,011,2013-01-09
1176,011,2013-01-09
3974,011,2013-01-09
0309,028,2013-01-09
3717,012,2013-01-09
0263,011,2013-01-09
0239,030,2013-01-09
3979,001,2013-01-09
1253,020,2013-01-09
1409,027,2013-01-09
5840,023,2013-01-09
6653,001,2013-01-09
3257,028,2013-01-09
1291,014,2013-01-09
0174,008,2013-01-09
2478,040,2013-01-09
0793,014,2013-01-09
1291,014,2013-01-09
1225,035,2013-01-09
1842,007,2013-01-09
2863,001,2013-01-09
5531,001,2013-01-09
4139,013,2013-01-09
3741,032,2013-01-09
3149,032E,2013-01-09
0288,010,2013-01-09
0241,003,2013-01-09
3711,013,2013-01-09
2084,008,2013-01-09
3554,040,2013-01-09
1789,022,2013-01-09
1204,030,2013-01-09
3180,194,2013-01-09
3010,064,2013-01-09
3554,059,2013-01-09
1452,040,2013-01-09
8709,007,2013-01-09
0056,002,2013-01-09
3744,005,2013-01-09
0262,020,2013-01-09
7035,016,2013-01-09
1024,024,2013-01-09
5722,020,2013-01-09
0481,024,2013-01-09
3707,062,2013-01-09
3558,027,2013-01-09
3558,027,2013-01-09
3558,027,2013-01-09
1157,007,2013-01-09
1157,007,2013-01-09
0336,014,2013-01-09
0742,002,2013-01-09
2623,189,2013-01-09
1826,022,2013-01-09
7536,036,2013-01-09
5815,010,2013-01-09
1019,025,2013-01-09
1029,016,2013-01-09
3569,083,2013-01-09
0339,014,2013-01-09
6509,011B,2013-01-09
0552,023,2013-01-09
3262,006,2013-01-09
3043,022,2013-01-09
0633,011,2013-01-09
0634,031,2013-01-09
3098,013,2013-01-09
3598,049A,2013-01-09
1523,018,2013-01-09
2764,032,2013-01-10
0524,006,2013-01-10
3559,017,2013-01-10
2801,010,2013-01-10
0309,020,2013-01-10
3559,017,2013-01-10
0309,020,2013-01-10
1686,021,2013-01-10
0207,032,2013-01-10
1891,019,2013-01-10
2634,072,2013-01-10
5802,025,2013-01-10
1470,018,2013-01-10
1470,018,2013-01-10
1245,020,2013-01-10
1245,020,2013-01-10
1245,020,2013-01-10
1307,001B,2013-01-10
0582,025,2013-01-10
0220,012,2013-01-10
0220,012,2013-01-10
0220,012,2013-01-10
1412,020,2013-01-10
0868,035,2013-01-10
0868,035,2013-01-10
3755,209,2013-01-10
1746,024,2013-01-10
0331,016,2013-01-10
1272,022,2013-01-10
0151,037,2013-01-10
0071,025,2013-01-10
1289,034,2013-01-10
0052,018,2013-01-10
7091,005,2013-01-10
0052,048,2013-01-10
0052,089,2013-01-10
1272,022,2013-01-10
1813,031,2013-01-10
6510,011,2013-01-10
0542,007,2013-01-10
3065,018,2013-01-10
3590,054A,2013-01-10
3590,054A,2013-01-10
1819,003,2013-01-10
3281,007,2013-01-10
3622,098,2013-01-10
1637,005,2013-01-10
3054,048,2013-01-10
6964,022,2013-01-10
0686,052,2013-01-10
3702,054,2013-01-10
0954,001E,2013-01-10
1028,046,2013-01-10
3567,007,2013-01-10
3656,007,2013-01-10
3656,007,2013-01-10
3656,007,2013-01-10
3510,049,2013-01-10
5421,013,2013-01-10
2973A,037,2013-01-10
3717,019,2013-01-10
8711,014,2013-01-04
0292,002,2013-01-10
1364,042,2013-01-10
5727,006,2013-01-10
7017,045,2013-01-10
0133,015,2013-01-10
3703,027,2013-01-10
2691,057,2013-01-10
0852,059,2013-01-10
0977,020,2013-01-10
2846,010,2013-01-10
6007,013,2013-01-10
3725,093,2013-01-10
1333,057,2013-01-10
3803,005,2013-01-10
0078,041,2013-01-10
0163,022,2013-01-10
0259,026,2013-01-10
0476,001B,2013-01-10
3737,030,2013-01-10
2135,010,2013-01-10
6904,005,2013-01-10
1848,025,2013-01-10
4337,012,2013-01-10
3597,052,2013-01-10
3597,052,2013-01-10
3732,151,2013-01-10
3207,023,2013-01-10
1252,037,2013-01-10
3732,151,2013-01-10
1188,001,2013-01-10
7505,028,2013-01-10
0259,026,2013-01-10
4942,041,2013-01-10
2945A,023,2013-01-10
3624,026,2013-01-10
7066,009,2013-01-10
0730,044,2013-01-10
3637,018,2013-01-10
3637,018,2013-01-10
6632,051,2013-01-10
6971A,037,2013-01-10
0998,016A,2013-01-10
1109,013A,2013-01-10
3703,053,2013-01-10
6094,014E,2013-01-10
0295,008,2013-01-10
1336,034,2013-01-10
3589,055,2013-01-10
3589,055,2013-01-10
3076,065,2013-01-10
1375,053,2013-01-10
3076,065,2013-01-10
3616,018,2013-01-10
3785,002A,2013-01-10
1809,019,2013-01-10
1381,024,2013-01-10
1472,001H,2013-01-10
4107,021,2013-01-10
0559,039,2013-01-10
1327,009G,2013-01-10
5744,061,2013-01-10
6090,027,2013-01-10
4107,021,2013-01-10
2629,016,2013-01-10
6192,051,2013-01-11
6513,061,2013-01-11
1666,053,2013-01-11
2822B,011,2013-01-11
1431,048,2013-01-11
0294,008,2013-01-11
5668,035,2013-01-11
1279,078,2013-01-11
0074,003,2013-01-11
5542,038,2013-01-11
6441,020,2013-01-11
1672,005,2013-01-11
6094,001,2013-01-11
2618A,006,2013-01-11
5712,007,2013-01-11
1624,005B,2013-01-11
0268,002,2013-01-11
5375,059,2013-01-11
3504,044,2013-01-11
1234,002,2013-01-11
3589,148,2013-01-11
1158,022,2013-01-11
3608,017,2013-01-11
1158,022,2013-01-11
1158,022,2013-01-11
0222A,071,2013-01-11
0293,001,2013-01-11
1007,011,2013-01-11
1292,020A,2013-01-11
1292,020A,2013-01-11
3072,001,2013-01-11
0467A,025,2013-01-11
6534,010,2013-01-11
5431A,001F,2013-01-11
0293,001,2013-01-11
0269,001,2013-01-11
0293,001,2013-01-11
0293,001,2013-01-11
0293,001,2013-01-11
1760,009,2013-01-11
7510,028,2013-01-11
6781,025,2013-01-11
1826,007,2013-01-11
6614,016,2013-01-11
3653,001,2013-01-11
3753,140,2013-01-11
0865,009,2013-01-08
2966A,001,2013-01-11
6525,023,2013-01-11
6525,023,2013-01-11
6920,026,2013-01-11
0293,001,2013-01-11
0436E,012,2013-01-11
0293,001,2013-01-11
1859A,008,2013-01-11
7056,017,2013-01-11
3037,002,2013-01-11
1473,004,2013-01-11
6094,012B,2013-01-11
3580,001,2013-01-11
6508,020,2013-01-11
6508,020,2013-01-11
0643,019,2013-01-11
0635,004,2013-01-11
1885,047,2013-01-11
0541,015A,2013-01-11
3619,072,2013-01-11
2659,001,2013-01-11
0315,017,2013-01-11
0834,004,2013-01-11
0834,004,2013-01-11
0175,003,2013-01-11
0084,009,2013-01-11
0084,009,2013-01-11
0084,009,2013-01-11
0940,017,2013-01-11
2093,016,2013-01-11
0295,008,2013-01-11
2392,033,2013-01-11
1127,027,2013-01-11
3745,272,2013-01-11
1342,011,2013-01-11
0996,050,2013-01-11
3703,076,2013-01-11
4158,002,2013-01-11
0084,009,2013-01-11
7007,037,2013-01-11
0982,097,2013-01-11
0982,098,2013-01-11
2202,001J,2013-01-11
1546,008,2013-01-11
1546,008,2013-01-11
3717,019,2013-01-11
0436F,014,2013-01-11
0436F,014,2013-01-11
3731,095,2013-01-11
3708,044,2013-01-11
0595,013,2013-01-11
3735,059,2013-01-11
6020,032,2013-01-11
1812,007,2013-01-11
1812,007,2013-01-11
7504A,014,2013-01-11
0116,003,2013-01-11
0116,003,2013-01-11
0342,007,2013-01-11
0743,001,2013-01-11
0743,001,2013-01-11
0336,008,2013-01-11
5619,013,2013-01-11
6614,016,2013-01-11
2772,010,2013-01-11
2334A,019,2013-01-11
0288,032,2013-01-11
1031,009,2013-01-11
1031,009,2013-01-11
3712,023,2013-01-11
0116,003,2013-01-11
0288,032,2013-01-11
0436B,012,2013-01-11
1383,023,2013-01-11
6417,015,2013-01-11
0436E,024,2013-01-11
1636,005A,2013-01-11
2826,001,2013-01-11
1279,114,2013-01-11
3584,009,2013-01-11
4283B,092,2013-01-11
1507,038,2013-01-11
0047C,144,2013-01-11
1415,022A,2013-01-11
3642,044,2013-01-11
0047C,130,2013-01-11
5910,025,2013-01-11
3995,025,2013-01-11
5514,032,2013-01-11
5514,032,2013-01-11
3995,025,2013-01-11
2483,013,2013-01-11
0309,020,2013-01-11
7010,030,2013-01-11
2778,033,2013-01-11
3705,001,2013-01-11
0436C,002,2013-01-11
3204,029,2013-01-14
3741,032,2013-01-14
0239,013,2013-01-14
0239,026,2013-01-14
0145,014,2013-01-14
3780,006,2013-01-14
0145,016,2013-01-14
0145,013,2013-01-14
0145,013,2013-01-14
7042B,028,2013-01-14
0095,006,2013-01-14
6421,034,2013-01-14
6780,010,2013-01-14
3721,120,2013-01-14
3765,394,2013-01-14
3721,120,2013-01-14
5721,002,2013-01-14
5721,002,2013-01-14
2873,025,2013-01-14
0491,026,2013-01-14
7513,051,2013-01-14
7513,051,2013-01-14
0793,040,2013-01-14
1550,052,2013-01-14
1550,052,2013-01-14
1284,031,2013-01-14
4039,016,2013-01-14
3505,024,2013-01-14
1439,004,2013-01-14
5258,001,2013-01-14
1909,005,2013-01-14
3717,001,2013-01-14
3626,002,2013-01-14
3626,002,2013-01-14
1572,026,2013-01-14
1572,026,2013-01-14
6203,026,2013-01-14
3733,123,2013-01-14
0250,001,2013-01-14
0288,008,2013-01-14
0726,021,2013-01-14
2304,003,2013-01-14
3733,123,2013-01-14
3532,051,2013-01-14
0819,034,2013-01-14
5355,022,2013-01-14
2979A,021A,2013-01-14
0279,011B,2013-01-14
0807,022,2013-01-14
1880,020,2013-01-14
1648,022,2013-01-14
6518,018,2013-01-14
6518,018,2013-01-14
4969,045,2013-01-14
1354,013,2013-01-14
7096B,010,2013-01-14
0078,063,2013-01-14
0078,078,2013-01-14
0978,009,2013-01-14
0062,032,2013-01-14
0334,022,2013-01-14
3708,095,2013-01-14
1783,017A,2013-01-14
0762,413,2013-01-14
0288,029,2013-01-14
0266,001,2013-01-14
0660,023,2013-01-14
3656,007,2013-01-14
1700,001,2013-01-14
3656,007,2013-01-14
3785,022,2013-01-14
1700,001,2013-01-14
1277,001H,2013-01-14
3504,044,2013-01-14
3709,019,2013-01-14
0690,001,2013-01-14
7135,022,2013-01-14
1848,047,2013-01-14
5259,022,2013-01-14
0143,012A,2013-01-14
6325,020,2013-01-14
0143,012A,2013-01-14
0862,031,2013-01-14
6556,019,2013-01-14
0113,006,2013-01-14
3026,013A,2013-01-14
0690,001,2013-01-14
7507,007,2013-01-14
1424,029,2013-01-14
1229,008,2013-01-14
5084,021,2013-01-14
0150,004,2013-01-14
3064,025,2013-01-14
5324,006,2013-01-14
1403,021,2013-01-14
1019,011,2013-01-14
1447,010,2013-01-14
1741,036,2013-01-14
0322,001,2013-01-14
2122A,007C,2013-01-14
4086,001,2013-01-14
3656,007,2013-01-14
3656,007,2013-01-14
5950,005,2013-01-14
3605,076,2013-01-14
0987,022,2013-01-14
3605,076,2013-01-14
0630,021,2013-01-14
6903,011,2013-01-14
0952,009,2013-01-14
6684,016,2013-01-14
3590,033,2013-01-14
0855,003,2013-01-14
0855,003,2013-01-14
0690,001,2013-01-14
0690,001,2013-01-14
2391,031,2013-01-14
0690,001,2013-01-14
3076,028,2013-01-14
0321,034,2013-01-14
2919A,009,2013-01-14
0690,001,2013-01-14
6520,024,2013-01-14
5908,024,2013-01-14
1285,004,2013-01-14
0324,020,2013-01-14
7295,031,2013-01-14
1700,001,2013-01-14
0098,009,2013-01-14
7295,030,2013-01-14
2994,018,2013-01-14
0832,004,2013-01-14
6307,001V,2013-01-14
3722,022,2013-01-15
3722,024,2013-01-15
3749,186,2013-01-15
0580,028,2013-01-15
3080,010,2013-01-15
3054,055,2013-01-15
3095,020,2013-01-15
1153,022,2013-01-15
1153,022,2013-01-15
3640,007,2013-01-15
3702,054,2013-01-15
0085,048,2013-01-15
6502,020,2013-01-15
0224,032,2013-01-15
0085,048,2013-01-15
2186,023,2013-01-15
3554,027,2013-01-15
2018,008,2013-01-15
4144,014,2013-01-15
1646,023,2013-01-15
6555,013,2013-01-15
6020,023,2013-01-15
3712,023,2013-01-15
2629,037,2013-01-15
0867,026,2013-01-15
4039,030,2013-01-15
0207,032,2013-01-15
0289,007,2013-01-15
1463,048,2013-01-15
5706,024,2013-01-15
3740,034,2013-01-15
0492,011,2013-01-15
3735,059,2013-01-15
1258,037,2013-01-15
3735,059,2013-01-15
4017,001,2013-01-15
1524,035,2013-01-15
3086,022,2013-01-15
3735,059,2013-01-15
0807,004,2013-01-15
0119,010,2013-01-15
0126,051,2013-01-15
2041,018,2013-01-15
6767,017,2013-01-15
2622,055,2013-01-15
0581,003,2013-01-15
2388,002,2013-01-15
0957,031,2013-01-15
0192,001,2013-01-15
0273,013,2013-01-15
3766,261,2013-01-15
0471,002D,2013-01-15
0471,002E,2013-01-15
2936A,055,2013-01-15
1784,001F,2013-01-15
0545,021,2013-01-15
2613,018,2013-01-15
2689,007,2013-01-15
0289,007,2013-01-15
3518,024,2013-01-15
0294,008,2013-01-15
5744,001,2013-01-15
0956,031,2013-01-15
3707,016,2013-01-15
3709,019,2013-01-15
3083,012,2013-01-15
3719,320,2013-01-15
3719,321,2013-01-15
0587,020,2013-01-15
3707,016,2013-01-15
0208,026,2013-01-15
1510,016,2013-01-15
1510,016,2013-01-15
0289,005,2013-01-15
2631,064,2013-01-15
2785,029,2013-01-15
5540,035,2013-01-15
3547,001,2013-01-15
0311,006,2013-01-15
0419A,019,2013-01-15
1788,017,2013-01-15
0311,006,2013-01-15
0311,006,2013-01-15
0452,001,2013-01-15
3788,012,2013-01-15
0192,039,2013-01-15
5624,020,2013-01-15
7040A,002,2013-01-15
0540,003,2013-01-15
1370,003,2013-01-15
4711,156,2013-01-15
5343,018,2013-01-15
0253A,054,2013-01-15
1238,022,2013-01-15
5576,001,2013-01-15
3717,012,2013-01-15
2067,047,2013-01-15
0918,002O,2013-01-15
3573,003,2013-01-15
2697,027,2013-01-15
2697,027,2013-01-15
0940,029,2013-01-15
2697,027,2013-01-15
0519,058,2013-01-15
1808,001,2013-01-15
6502,003,2013-01-15
2659,007,2013-01-15
2659,007,2013-01-15
2061,018,2013-01-15
3751,157,2013-01-15
0814,020,2013-01-15
1568,012,2013-01-15
3767,116,2013-01-15
0167,063,2013-01-15
1252,047,2013-01-15
6554,006,2013-01-15
6554,006,2013-01-15
1217,029,2013-01-15
0824,001G,2013-01-15
0708,013A,2013-01-15
6967,026,2013-01-15
5709,019,2013-01-15
2618,030,2013-01-15
3651,021,2013-01-15
3651,021,2013-01-15
3722,058,2013-01-15
1818,012A,2013-01-15
0592,013,2013-01-15
1682,008,2013-01-15
3722,058,2013-01-15
2713,002C,2013-01-15
3199,007,2013-01-15
1742,034,2013-01-15
1682,008,2013-01-15
1682,008,2013-01-15
4287,057,2013-01-15
2692,009,2013-01-16
3979,001,2013-01-16
2829,010,2013-01-16
0247,041,2013-01-16
4275,004,2013-01-16
4275,004,2013-01-16
1089,031,2013-01-16
0033,003,2013-01-16
0033,003,2013-01-16
1082,003,2013-01-16
0092,005,2013-01-16
0268,017,2013-01-16
0858,002,2013-01-16
5411,005,2013-01-16
1255,021,2013-01-16
6551,060,2013-01-16
0322A,001,2013-01-16
1211,018,2013-01-16
2857,024,2013-01-16
1187,020,2013-01-16
1187,021,2013-01-16
0867,021,2013-01-16
5411,007,2013-01-16
3537,065,2013-01-16
1678,009,2013-01-16
5411,006,2013-01-16
0559,035,2013-01-16
3507,040,2013-01-16
5411,008,2013-01-16
5411,009,2013-01-16
1269,097,2013-01-16
5411,010,2013-01-16
0539,032,2013-01-16
1224,018,2013-01-16
1224,018,2013-01-16
0334,022,2013-01-16
3701,066,2013-01-16
0236,019,2013-01-16
1208,018,2013-01-16
1181,015,2013-01-16
1208,018,2013-01-16
0593,017,2013-01-16
4036,003,2013-01-16
4036,003,2013-01-16
4036,003,2013-01-16
4036,003,2013-01-16
0777,036,2013-01-16
0525,078,2013-01-16
3755,100,2013-01-16
3755,100,2013-01-16
2172,025,2013-01-16
3045,001,2013-01-16
6631,030,2013-01-16
5461,020,2013-01-16
0295,008,2013-01-16
2746,014A,2013-01-16
0165,004,2013-01-16
0300,003B,2013-01-16
0235,006,2013-01-16
4279,029,2013-01-16
7058,011,2013-01-16
7139,010,2013-01-16
2699,044,2013-01-16
3540,154,2013-01-16
3707,066,2013-01-16
0510,046,2013-01-16
3711,019,2013-01-16
6742,020,2013-01-16
2343,025,2013-01-16
1012,046,2013-01-16
1129,034,2013-01-16
0673,008,2013-01-16
5338,005,2013-01-16
2840,022,2013-01-16
0288,031,2013-01-16
0569,021,2013-01-16
4789,023,2013-01-16
4789,023,2013-01-16
0240,007,2013-01-16
0165,022,2013-01-16
2700,013,2013-01-16
0835,003,2013-01-16
0240,007,2013-01-16
3707,016,2013-01-16
2746,009,2013-01-16
6407,009,2013-01-16
6564,019B,2013-01-16
3618,073,2013-01-16
0259,026,2013-01-16
0206,008,2013-01-16
0855,011,2013-01-16
2406,037,2013-01-16
1731,025,2013-01-16
6009,004,2013-01-16
0098,009,2013-01-16
0500,037,2013-01-16
3609,112,2013-01-16
1142,066,2013-01-16
5518,023,2013-01-16
4088,030,2013-01-16
3504,044,2013-01-16
1636,001H,2013-01-16
3054,035,2013-01-16
6516,025,2013-01-16
1201,018,2013-01-16
6736,040,2013-01-16
5810,009,2013-01-16
5802,042,2013-01-16
5802,042,2013-01-16
1327,001B,2013-01-16
0620,020,2013-01-16
0295,006,2013-01-16
2024,023,2013-01-16
1753,002,2013-01-16
0973,031,2013-01-16
3717,012,2013-01-17
0060,084,2013-01-17
0559,010,2013-01-17
0073,001,2013-01-17
0073,001,2013-01-17
3582,044,2013-01-17
3708,058,2013-01-17
1770,010,2013-01-17
0627A,047,2013-01-17
3011,002,2013-01-17
2400,003,2013-01-17
6465,016,2013-01-17
4965,026,2013-01-17
0644,018,2013-01-17
1891,033,2013-01-17
2436,001I,2013-01-17
3708,095,2013-01-17
5462,014,2013-01-17
2835,045,2013-01-17
1770,027,2013-01-17
1430,044,2013-01-17
1502,005,2013-01-17
0326,003,2013-01-17
1737,010,2013-01-17
0247,041,2013-01-17
4161,040,2013-01-17
2203,013,2013-01-17
0510,015A,2013-01-17
3726,202,2013-01-17
4216,017,2013-01-17
7137,013,2013-01-17
3726,203,2013-01-17
3726,208,2013-01-17
3726,204,2013-01-17
3726,209,2013-01-17
3726,205,2013-01-17
3726,210,2013-01-17
3726,206,2013-01-17
3726,207,2013-01-17
3726,211,2013-01-17
3549,026,2013-01-17
3726,212,2013-01-17
3726,213,2013-01-17
3726,214,2013-01-17
6685,022,2013-01-17
5615,008,2013-01-17
5615,008,2013-01-17
3642,071,2013-01-17
3642,071,2013-01-17
3040,002,2013-01-17
1306,012,2013-01-17
2777,009,2013-01-17
3509,050,2013-01-17
7229,007,2013-01-17
1434,022,2013-01-17
1434,022,2013-01-17
0807,022,2013-01-17
5744,001,2013-01-17
5673,042,2013-01-17
0165,022,2013-01-17
2391,031,2013-01-17
3702,054,2013-01-17
6283,009A,2013-01-17
2692,020,2013-01-17
0983,007,2013-01-17
1207,009A,2013-01-17
1622,018,2013-01-17
3587,007,2013-01-17
4086,006,2013-01-17
0127,091,2013-01-17
6042,034,2013-01-17
2610,032,2013-01-17
3762,014,2013-01-17
3974,003,2013-01-17
1267,008,2013-01-17
2776,003,2013-01-17
2776,003,2013-01-17
3785,022,2013-01-17
0157,001,2013-01-17
0620,020,2013-01-17
3751,157,2013-01-17
4081,011B,2013-01-17
3751,157,2013-01-17
3625,036,2013-01-17
3744,005,2013-01-17
0650,013,2013-01-17
3774,067,2013-01-17
0084,009,2013-01-17
5518,026,2013-01-17
3780,006,2013-01-17
3733,084,2013-01-17
6915,001,2013-01-17
0281,008,2013-01-17
1733,039,2013-01-17
1627,004,2013-01-17
0533,019,2013-01-17
3093,016,2013-01-17
5306,005,2013-01-17
0517,042,2013-01-17
1434,022,2013-01-17
1434,022,2013-01-17
3088,010,2013-01-17
4173,001,2013-01-17
7229,007,2013-01-17
0127,064,2013-01-17
1469A,014,2013-01-17
3708,058,2013-01-17
0276,017,2013-01-17
1330,008D,2013-01-17
5311,027,2013-01-17
1231,029,2013-01-17
5311,026,2013-01-17
5311,026,2013-01-17
0660,023,2013-01-17
0182,021,2013-01-17
0182,021,2013-01-17
0599,109,2013-01-17
0047C,116,2013-01-17
0294,008,2013-01-17
0055,031,2013-01-17
0241,025,2013-01-17
3708,056,2013-01-17
0301,017,2013-01-17
5069,013,2013-01-17
2449,024,2013-01-17
3598,005,2013-01-17
3598,005,2013-01-17
3598,005,2013-01-17
4010,005,2013-01-17
3708,058,2013-01-17
3728,019,2013-01-17
6307,001V,2013-01-17
1521,028A,2013-01-17
3706,047,2013-01-17
5457,029,2013-01-17
5457,029,2013-01-17
0335,022,2013-01-17
0295,016,2013-01-17
3078,017,2013-01-17
3728,019,2013-01-17
3728,019,2013-01-17
3728,019,2013-01-17
3614,014,2013-01-17
0500,017,2013-01-18
3534,033,2013-01-18
2509,006,2013-01-18
0628,013,2013-01-18
6717,007,2013-01-18
0011,008,2013-01-18
0305,009,2013-01-18
0988,027,2013-01-18
0056,002,2013-01-18
0229,018,2013-01-18
3780,006,2013-01-18
0276,017,2013-01-18
0229,018,2013-01-18
3706,172,2013-01-18
3735,059,2013-01-18
3735,059,2013-01-18
1657,014,2013-01-18
3639,011,2013-01-18
0306,015,2013-01-18
3705,039,2013-01-18
5612,056,2013-01-18
3507,040,2013-01-18
3705,039,2013-01-18
2920,010,2013-01-18
0289,007,2013-01-18
1203,037,2013-01-18
0918,002M,2013-01-18
6655,062,2013-01-18
4041,009,2013-01-18
6116,014,2013-01-18
6175,042,2013-01-18
1539,003,2013-01-18
0289,007,2013-01-18
3706,062,2013-01-18
1542,005,2013-01-18
1542,005,2013-01-18
6915,001,2013-01-18
6915,001,2013-01-18
4624,004,2013-01-18
3603,042,2013-01-18
3601,061,2013-01-18
1276,031,2013-01-18
0619,010,2013-01-18
3603,042,2013-01-18
3717,021,2013-01-18
4624,004,2013-01-18
0532,009,2013-01-18
0206,008,2013-01-18
3010,046,2013-01-18
0554,043,2013-01-18
3541,001,2013-01-18
2775,015,2013-01-18
2399,033,2013-01-18
3640,021,2013-01-18
2050A,018,2013-01-18
1529,019,2013-01-18
1160,003,2013-01-18
0638,008,2013-01-18
1909,016,2013-01-18
1010,022,2013-01-18
0754,012,2013-01-18
0498,001,2013-01-18
6686,020A,2013-01-18
2641,018,2013-01-18
5973,002,2013-01-18
5613,053,2013-01-18
3721,089,2013-01-18
7264,006,2013-01-18
0237,006,2013-01-18
0328,001,2013-01-18
0481,004,2013-01-18
0481,004,2013-01-18
1367,020,2013-01-18
0176,007,2013-01-18
2448,002B,2013-01-18
3581,076,2013-01-18
1089,032,2013-01-18
3705,007,2013-01-18
0533,011,2013-01-18
1364,048,2013-01-18
1244,007,2013-01-18
1144,001B,2013-01-18
0735,030,2013-01-18
0441A,010,2013-01-18
0837,014,2013-01-18
1272,022,2013-01-18
3552,027,2013-01-18
0207,032,2013-01-18
0779,013A,2013-01-18
2916,014,2013-01-18
6551,017,2013-01-18
2779,042,2013-01-18
0088,010,2013-01-18
3793,178,2013-01-18
5438,045,2013-01-18
2609,010,2013-01-18
1379,015A,2013-01-18
2609,010,2013-01-18
3704,001,2013-01-18
1194,001,2013-01-18
3180,001,2013-01-18
0296,010,2013-01-18
3596,100,2013-01-18
3710,020,2013-01-18
5318,046,2013-01-18
5258,020,2013-01-18
0292,008,2013-01-18
5704,022,2013-01-18
4829,001,2013-01-18
0307,009,2013-01-18
0652,068,2013-01-18
0283,012,2013-01-18
4035,021,2013-01-18
2305,025,2013-01-18
0493,016B,2013-01-18
0493,016B,2013-01-18
6613,031,2013-01-18
6613,031,2013-01-18
0059,021,2013-01-18
5521,013,2013-01-18
1028,001,2013-01-22
3711,013,2013-01-22
1145,003,2013-01-22
6795D,044,2013-01-22
2021,032,2013-01-22
3781,003,2013-01-22
3196,011,2013-01-22
3780,004,2013-01-22
5375,059,2013-01-22
1501,039,2013-01-22
6717,024,2013-01-22
1189,020,2013-01-22
3077,037,2013-01-22
1759,046,2013-01-22
2387,005,2013-01-22
3785,002A,2013-01-22
2021,015B,2013-01-22
2635,046,2013-01-22
0528,001D,2013-01-22
2635,046,2013-01-22
0631,017,2013-01-22
0233,044,2013-01-22
0627,013,2013-01-22
0516,028A,2013-01-22
0516,028A,2013-01-22
1654,009,2013-01-22
3752,019,2013-01-22
3577,011,2013-01-22
0516,028A,2013-01-22
3028B,040,2013-01-22
0516,028A,2013-01-22
3727,001,2013-01-22
3609,109,2013-01-22
6613,026,2013-01-22
1446,030,2013-01-22
0185,001,2013-01-22
2127,011,2013-01-22
3054,007,2013-01-22
3148,037,2013-01-22
1273,005,2013-01-22
3602,048,2013-01-22
3544,006,2013-01-22
6021,001A,2013-01-22
5513,013,2013-01-22
5395,025,2013-01-22
1254,055,2013-01-22
1254,055,2013-01-22
0819,035,2013-01-22
0819,035,2013-01-22
6548,015,2013-01-22
4081,024,2013-01-22
2629,045,2013-01-22
0251,037,2013-01-22
3582,057,2013-01-22
3076,006,2013-01-22
2165,021,2013-01-22
6589,002I,2013-01-22
2112,020,2013-01-22
1885,047,2013-01-22
3717,019,2013-01-22
2080,003A,2013-01-22
6729,009,2013-01-22
0499,007,2013-01-22
0664,021,2013-01-22
1815,007D,2013-01-22
6522,038A,2013-01-22
3751,203,2013-01-22
4942,017,2013-01-22
0580,013,2013-01-22
0045,019,2013-01-22
3534,095,2013-01-18
3534,097,2013-01-18
0152,005A,2013-01-22
4106,023,2013-01-22
2135,010,2013-01-22
0152,005A,2013-01-22
3710,019,2013-01-22
0141,002,2013-01-22
0294,008,2013-01-22
0144,082,2013-01-22
0946,041,2013-01-22
0144,082,2013-01-22
6803,004,2013-01-22
0282,004A,2013-01-22
3702,054,2013-01-22
0311,015,2013-01-22
3702,054,2013-01-22
0311,015,2013-01-22
1049,022,2013-01-22
0311,015,2013-01-22
0288,010,2013-01-22
1303,012A,2013-01-22
0314,008,2013-01-22
0300,013,2013-01-22
