"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: corpus","Param: fixedHighBits","Param: n","Param: prefixLength"
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort8","avgt",1,10,2.259757,0.012963,"ms/op",chinese,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort8","avgt",1,10,14.280779,0.966362,"ms/op",chinese,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort8","avgt",1,10,89.997530,3.524673,"ms/op",chinese,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort8","avgt",1,10,31.857849,0.221062,"ms/op",chinesenames,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort8","avgt",1,10,198.373696,0.442076,"ms/op",chinesenames,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort8","avgt",1,10,968.888295,7.545729,"ms/op",chinesenames,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.systemSort","avgt",1,10,13.775913,0.196977,"ms/op",english,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.systemSort","avgt",1,10,145.498439,2.135409,"ms/op",english,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.systemSort","avgt",1,10,1220.332361,33.896109,"ms/op",english,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.systemSort","avgt",1,10,9.690951,0.122039,"ms/op",chinese,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.systemSort","avgt",1,10,70.480003,1.051153,"ms/op",chinese,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.systemSort","avgt",1,10,442.237150,4.736605,"ms/op",chinese,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.systemSort","avgt",1,10,11.033673,0.129671,"ms/op",chinesenames,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.systemSort","avgt",1,10,108.709561,3.287523,"ms/op",chinesenames,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.systemSort","avgt",1,10,851.306560,17.130962,"ms/op",chinesenames,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.TupleSortBenchmarks.dualPivotQuicksort","avgt",1,10,3.870445,1.068346,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.TupleSortBenchmarks.dualPivotQuicksort","avgt",1,10,23.356573,4.036311,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.TupleSortBenchmarks.dualPivotQuicksort","avgt",1,10,176.680074,65.148654,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.TupleSortBenchmarks.quickHuskySort","avgt",1,10,2.776612,0.062148,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.TupleSortBenchmarks.quickHuskySort","avgt",1,10,17.656194,0.406530,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.TupleSortBenchmarks.quickHuskySort","avgt",1,10,146.086442,4.544383,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.TupleSortBenchmarks.radixHuskySort11","avgt",1,10,1.218807,0.035902,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.TupleSortBenchmarks.radixHuskySort11","avgt",1,10,7.415799,0.061945,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.TupleSortBenchmarks.radixHuskySort11","avgt",1,10,63.430609,1.768196,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.TupleSortBenchmarks.radixHuskySort16","avgt",1,10,1.288338,0.027662,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.TupleSortBenchmarks.radixHuskySort16","avgt",1,10,6.730070,0.137263,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.TupleSortBenchmarks.radixHuskySort16","avgt",1,10,60.711323,2.349546,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.TupleSortBenchmarks.radixHuskySort8","avgt",1,10,1.337251,0.019923,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.TupleSortBenchmarks.radixHuskySort8","avgt",1,10,7.726638,0.058492,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.TupleSortBenchmarks.radixHuskySort8","avgt",1,10,68.664187,1.873180,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.TupleSortBenchmarks.systemSort","avgt",1,10,3.737248,0.058142,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.TupleSortBenchmarks.systemSort","avgt",1,10,23.841313,0.501300,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.TupleSortBenchmarks.systemSort","avgt",1,10,216.123828,2.215503,"ms/op",,,500000,
